40.63646699439794,-8.655945831170852
40.63651267839357,-8.65588443495731
40.6365583623892,-8.655823038743767
40.63660404638484,-8.655761642530223
40.63664973038047,-8.65570024631668
40.6366954143761,-8.655638850103138
40.63674109837173,-8.655577453889595
40.636786782367366,-8.655516057676051
40.636832466362996,-8.655454661462509
40.636878150358626,-8.655393265248966
40.636948892336,-8.655471728606383
40.637019634313376,-8.655550191963798
40.63709037629075,-8.655628655321213
40.637161118268125,-8.65570711867863
40.637207794692394, -8.65572939354139
40.6372710092781, -8.655758062220151
40.63732697959945,-8.655813727560304
40.63738294992079,-8.655869392900458
40.63743892024213,-8.655925058240612
40.63749489056348,-8.655980723580765
